Config_21,Config_130,Config_63,Config_105,Config_152,Unnamed: 5,Metric,Value (seconds)
0.0032534,0.0052365,0.0054631,0.0065861,0.0077371,,,
0.0035519,0.0072494,0.0071589,0.0134329,0.0067361,,,
0.0034423,0.0065643,0.0062842,0.0063207,0.0061867,,,
0.024109,0.0050343,0.0070973,0.0053437,0.0059406,,,
0.0032013,0.0060992,0.0087204,0.0080373,0.0954706,,,
0.0033014,0.0081733,0.0051776,0.0064443,0.005984,,,
0.0031587,0.0047586,0.0055268,0.0275326,0.0067392,,,
0.0033226,0.0052637,0.0059348,0.0075152,0.006911,,,
0.0031644,0.0096488,0.005853,0.006617,0.0063674,,,
0.0031439,0.0048728,0.0055369,0.0063566,0.0056115,,,
0.0033232,0.0104275,0.007161,0.0054154,0.0063347,,,
0.0034707,0.0072516,0.0075146,0.0071035,0.0057258,,,
0.0030774,0.0065347,0.0066653,0.0075579,0.0059611,,,
0.0035527,0.0065653,0.0094209,0.0091813,0.0854059,,,
0.0052616,0.0060588,0.0068818,0.005273,0.0066319,,,
0.0032497,0.0048531,0.0052025,0.0052825,0.0066968,,,
0.0033894,0.0045266,0.0069323,0.0048638,0.0068118,,,
0.0032304,0.0053403,0.0065153,0.0067112,0.0061648,,,
0.0031913,0.0049038,0.0060052,0.0065833,0.0271832,,,
0.003182,0.0096898,0.0068777,0.0048063,0.0058042,,,
0.0032659,0.004777,0.0054438,0.0062875,0.0061651,,,
0.0035489,0.0133546,0.0122668,0.0271722,0.0573309,,,
0.0031384,0.0113813,0.0086925,0.0080673,0.0220805,,,
0.0031708,0.0058682,0.0086622,0.0250392,0.1762189,,,
0.003187,0.0073381,0.0081213,0.0070535,0.0059836,,,
0.0032124,0.0063657,0.0056741,0.0061102,0.0067196,,,
0.0031949,0.0045713,0.004997,0.0070739,0.0070632,,,
0.0033718,0.0088527,0.0079224,0.0105843,0.0201404,,,
0.0031069,0.0061855,0.0057277,0.0099234,0.0063757,,,
0.0031907,0.0064625,0.0070155,0.0098692,0.0253979,,,
0.0032433,0.0046246,0.0063253,0.0063299,0.0057644,,,
0.003175,0.0050608,0.0171136,0.0279486,0.0063875,,,
0.0033697,0.0062683,0.0099754,0.0279114,0.0216466,,,
0.0033113,0.0054128,0.0058482,0.0065162,0.007482,,,
0.0032077,0.0049248,0.0053441,0.0068091,0.0068917,,,
0.0033525,0.0358186,0.0103459,0.0410712,0.0893653,,,
0.0033961,0.0064738,0.0136179,0.0055857,0.0062121,,,
0.0032412,0.0056057,0.0056822,0.0114759,0.0074727,,,
0.0034108,0.0048777,0.005875,0.0064891,0.0062652,,,
0.0033136,0.004901,0.0058636,0.0066412,0.0072521,,,
0.0031629,0.0113052,0.0072959,0.0122614,0.0059481,,,
0.0031587,0.0058447,0.0159063,0.0049264,0.0061424,,,
0.0031511,0.0058902,0.0056117,0.0100348,0.0062587,,,
0.0033083,0.0063385,0.0076083,0.0080836,0.006488,,,
0.0031678,0.0076173,0.0057817,0.0064669,0.0056774,,,
0.0032453,0.0048047,0.0050863,0.0063181,0.0059203,,,
0.0033251,0.0067568,0.0067492,0.0146285,0.0061207,,,
0.0033389,0.0067727,0.0204834,0.0087722,0.022582,,,
0.0032215,0.0055528,0.0059352,0.0067821,0.0061019,,,
0.0036416,0.0066337,0.0289951,0.0237115,0.0698788,,,
0.0033646,0.0063394,0.0056099,0.009399,0.0070182,,,
0.0031743,0.0068766,0.0265652,0.0266431,0.2161463,,,
0.00333,0.005913,0.0087455,0.0773649,0.020355,,,
0.0046383,0.0076188,0.0550516,0.0336536,0.2353701,,,
0.0036741,0.0064312,0.0058642,0.0065451,0.0059791,,,
0.0033753,0.0053419,0.0056491,0.007143,0.0068963,,,
0.0033706,0.0065369,0.0278362,0.0078227,0.0062999,,,
0.0032196,0.0053686,0.0091494,0.0090682,0.0200934,,,
0.0033972,0.0054874,0.00991,0.0094327,0.0173672,,,
0.0032777,0.0064357,0.0059308,0.008291,0.0214773,,,
0.0037171,0.0068109,0.0071512,0.0053864,0.0070834,,,
0.0031966,0.0050919,0.0055227,0.0070035,0.0062883,,,
0.0032434,0.0049352,0.005013,0.0050911,0.0065259,,,
0.0032463,0.007016,0.0060282,0.0053829,0.0064643,,,
0.0034026,0.0068094,0.0073891,0.0083178,0.0212258,,,
0.0031236,0.0047723,0.0050459,0.0065493,0.0066661,,,
0.0035843,0.0060888,0.0067597,0.0052662,0.0058213,,,
0.0233609,0.0073985,0.0098948,0.0066446,0.0060056,,,
0.0034972,0.0055585,0.0057781,0.0064978,0.0058258,,,
0.0031913,0.0064501,0.0078956,0.0087272,0.1200236,,,
0.0034816,0.0060496,0.0072166,0.0063701,0.00632,,,
0.0033094,0.0078068,0.0221608,0.026212,0.1161077,,,
0.0032953,0.0069858,0.0087085,0.0138673,0.0181956,,,
0.0033636,0.0049218,0.0075533,0.0090184,0.0066157,,,
0.0030751,0.0079583,0.0254126,0.0653205,0.0309979,,,
0.0037752,0.0066836,0.0092418,0.0277238,0.0945355,,,
0.0032715,0.0067086,0.005596,0.0140004,0.0064504,,,
0.0032095,0.0052942,0.006638,0.0277516,0.0060492,,,
0.0034792,0.0080768,0.0094935,0.0090061,0.0735526,,,
0.0034214,0.0061377,0.0068096,0.0068969,0.020221,,,
