f1,f2,f3,f4,a1,a2,a3,a4,Kaibel Column (Configuration 21),Agrawal Column (Configuration 130),Configuration 63 (ABC Absent),Configuration 105 (BCD Absent),Sargent Column (Configuration 152)
30,50,15,5,6.875,2.75,1.1,1,323.61475022809475,314.47486580153736,315.6207523092488,311.099548003466,311.0995480200031
30,55,5,10,6.875,2.75,1.1,1,229.57744755677302,225.35737611302906,225.717499379229,223.5776270381321,223.57762705465268
30,55,10,5,6.875,2.75,1.1,1,269.086592153269,261.8368794206197,262.55653133356844,258.938547810303,258.93854782685094
30,60,5,5,6.875,2.75,1.1,1,211.32054635905942,206.08318595498693,206.42725986459342,203.76466819604937,203.76466821262164
35,5,5,55,6.875,2.75,1.1,1,611.6000974573974,610.0657467032752,610.9359674126904,609.8987594472411,609.8987594637595
35,5,10,50,6.875,2.75,1.1,1,623.0119308424046,619.9373970383423,621.6775141858465,619.606407551913,619.6064075684332
35,5,15,45,6.875,2.75,1.1,1,634.2513570546344,629.6305278054543,632.2403025287537,629.1383399230268,629.1383399395469
35,5,20,40,6.875,2.75,1.1,1,645.3322734344339,639.1587862076526,642.6380539217868,638.5080444838443,638.5080445003367
35,5,25,35,6.875,2.75,1.1,1,656.2669398409598,648.5342071434148,652.8828682972604,647.7274152103943,647.7274152268913
35,5,30,30,6.875,2.75,1.1,1,667.0662357627592,657.7674665086561,662.9854788386111,656.8070025935787,656.8070026100814
35,5,35,25,6.875,2.75,1.1,1,677.7398677828793,666.8680856075782,672.9554575915992,665.7562157507809,665.7562157673065
35,5,40,20,6.875,2.75,1.1,1,688.296538624699,675.844597725939,682.8013830098595,674.5834871194047,674.5834871359174
35,5,45,15,6.875,2.75,1.1,1,698.7440861237649,684.7046850839907,692.530977701979,683.2964078559825,683.2964078758666
35,5,50,10,6.875,2.75,1.1,1,709.0895984107447,693.4552923579546,702.1512226067454,691.901840081657,691.9018401015458
35,5,55,5,6.875,2.75,1.1,1,719.3395100955829,702.1027214870154,711.6684523432132,700.4060105888901,700.406010598717
35,10,5,50,6.875,2.75,1.1,1,563.3981726889172,561.6463203358074,562.4175684913253,561.355141784102,561.3551418006185
35,10,10,45,6.875,2.75,1.1,1,576.4777269043623,572.9710325605089,574.5143191914561,572.3949265148643,572.3949265313806
35,10,15,40,6.875,2.75,1.1,1,589.2727229567353,584.007654632896,586.3238269502331,583.1523575458377,583.1523575623539
35,10,20,35,6.875,2.75,1.1,1,601.8117802412409,594.7843543926512,597.8743039094776,593.6551668121585,593.6551668286754
35,10,25,30,6.875,2.75,1.1,1,614.1192169788576,605.3250699751864,609.189722886909,603.9269190835934,603.9269191000973
35,10,30,25,6.875,2.75,1.1,1,626.2159005463219,615.6503457821077,620.2906555105003,613.9878358327728,613.9878358492784
35,10,35,20,6.875,2.75,1.1,1,638.1198934016492,625.7779675511861,631.1949088942607,623.855421073831,623.8554210903429
35,10,40,15,6.875,2.75,1.1,1,649.8469515975613,635.7234525323462,641.9180170233465,633.5449443837133,633.5449444002377
35,10,45,10,6.875,2.75,1.1,1,661.410915002054,645.5004332122309,652.4736254032989,643.0698190007025,643.0698190205908
35,10,50,5,6.875,2.75,1.1,1,672.8240166423964,655.1209615335412,662.8737959932633,652.4419015809491,652.4419015908593
35,15,5,45,6.875,2.75,1.1,1,515.478882966713,513.5723688103856,514.2670738991294,513.1731662471668,513.1731662636817
35,15,10,40,6.875,2.75,1.1,1,530.4248911687123,526.6139896093334,528.0049672056997,525.8261592421248,525.8261592586404
35,15,15,35,6.875,2.75,1.1,1,544.9113046490727,539.1968157133259,541.2856778140354,538.029751372026,538.0297513885166
35,15,20,30,6.875,2.75,1.1,1,558.9963846187732,551.378066579259,554.1664513122831,549.8402138320076,549.8402138485056
35,15,25,25,6.875,2.75,1.1,1,572.7273478373783,563.2041255226987,566.6936846306417,561.3031538173132,561.3031538338155
35,15,30,20,6.875,2.75,1.1,1,586.143084138789,574.7132050527483,578.9055952457949,572.456138294344,572.4561383108542
35,15,35,15,6.875,2.75,1.1,1,599.2760710638412,585.9372249015136,590.8341018059795,583.3305426152198,583.3305426317384
35,15,40,10,6.875,2.75,1.1,1,612.1537576759205,596.9031695051854,602.5061833943199,593.9528866413369,593.9528866611992
35,15,45,5,6.875,2.75,1.1,1,624.7995869786981,607.6340910549085,613.9448838258164,604.345821959237,604.3458219791222
35,20,5,40,6.875,2.75,1.1,1,468.04402745611765,466.0006869351233,466.6333251425763,465.49914087369206,465.4991408902038
35,20,10,35,6.875,2.75,1.1,1,485.1899088239859,481.1143192584334,482.381677283247,480.12837212685565,480.1283721433699
35,20,15,30,6.875,2.75,1.1,1,501.5982553818794,495.4982187215576,497.40244347562725,494.04240187341156,494.04240188992594
35,20,20,25,6.875,2.75,1.1,1,517.3875118835381,509.2684313999772,511.81169765435334,507.3553283214384,507.35532833793707
35,20,25,20,6.875,2.75,1.1,1,532.6479711227498,522.5134428194013,525.6979309443119,520.1541363639152,520.1541363804193
35,20,30,15,6.875,2.75,1.1,1,547.4503172560937,535.30253944908,539.1304218405564,532.506925287502,532.506925304015
35,20,35,10,6.875,2.75,1.1,1,561.8511013523976,547.6911681787142,552.1646008834153,544.4681821339047,544.468182150431
35,20,40,5,6.875,2.75,1.1,1,575.8963965210946,559.7245142787697,564.8456318370182,556.0823019191387,556.0823019389825
35,25,5,35,6.875,2.75,1.1,1,421.3547466247535,419.1704123795505,419.7515492006085,418.56428877753257,418.5642887940448
35,25,10,30,6.875,2.75,1.1,1,441.16137368865367,436.82026771993526,437.98484136553776,435.63616320347916,435.63616321996676
35,25,15,25,6.875,2.75,1.1,1,459.7832564425722,453.30475976494824,455.05523543885766,451.564933547894,451.5649335644063
35,25,20,20,6.875,2.75,1.1,1,477.461760730914,468.8598717885411,471.1987840947527,466.5826345671235,466.5826345836374
35,25,25,15,6.875,2.75,1.1,1,494.36683135882316,483.65179652354647,486.58169982236836,480.8526496015231,480.85264961803136
35,25,30,10,6.875,2.75,1.1,1,510.6234446401602,497.8027796992307,501.3262210389784,494.49513641445844,494.4951364309763
35,25,35,5,6.875,2.75,1.1,1,526.3266622726094,511.405828491408,515.5253324634986,507.60149700635634,507.60149702284866
35,30,5,30,6.875,2.75,1.1,1,375.8190624316682,373.4707402254653,374.0087379545936,372.749014744204,372.7490147607145
35,30,10,25,6.875,2.75,1.1,1,398.877445644399,394.24008802669164,395.31816604557446,392.8446653357624,392.8446653522526
35,30,15,20,6.875,2.75,1.1,1,420.03087008869016,413.1430882444971,414.7637852173262,411.1082314152301,411.10823143174275
35,30,20,15,6.875,2.75,1.1,1,439.76950348030454,430.6581585190089,432.82420037373686,428.0101714200511,428.0101714365576
35,30,25,10,6.875,2.75,1.1,1,458.40502453670484,447.08956873559475,449.8037508182236,443.8496444102087,443.84964442672157
35,30,30,5,6.875,2.75,1.1,1,476.1501244123138,462.6449989034757,465.91012866760803,458.8308073175793,458.83080733410657
35,35,5,25,6.875,2.75,1.1,1,332.1225825015177,329.5632719599931,330.06520060984286,328.70238867339214,328.7023886899016
35,35,10,20,6.875,2.75,1.1,1,359.1113876408721,354.1159332364754,355.12093455768985,352.48057821361607,352.48057823011186
35,35,15,15,6.875,2.75,1.1,1,383.0652580256016,375.70337372258706,377.2137777650731,373.34630919622685,373.3463092127284
35,35,20,10,6.875,2.75,1.1,1,404.9567289417916,395.2735123633869,397.29207919499765,392.23178847414187,392.2317884906493
35,35,25,5,6.875,2.75,1.1,1,425.3309670608112,413.35781172353245,415.88746647518616,409.65959469433625,409.65959471087257
35,40,5,20,6.875,2.75,1.1,1,291.4483597318684,288.593623127213,289.0657731383439,287.5497599673514,287.54975998383765
35,40,10,15,6.875,2.75,1.1,1,322.94024498245136,317.4869578532368,318.430297237664,315.56339855008747,315.56339856658457
35,40,15,10,6.875,2.75,1.1,1,349.7654947826967,341.82968390899777,343.24606808333925,339.10570946648767,339.1057094829924
35,40,20,5,6.875,2.75,1.1,1,373.7332819140077,363.383234735222,365.27533985629043,359.90895108166694,359.908951098193
35,45,5,15,6.875,2.75,1.1,1,255.75007241499327,252.45524243117933,252.90324024986484,251.15169572376243,251.1516957402515
35,45,10,10,6.875,2.75,1.1,1,291.70450231374326,285.64819775742905,286.539573006175,283.3644313267798,283.3644313432901
35,45,15,5,6.875,2.75,1.1,1,321.06322310039434,312.4183144410094,313.7543135824235,309.26487844646016,309.2648784629907
35,50,5,10,6.875,2.75,1.1,1,227.6481534942841,223.6865654895879,224.1148848893953,222.00229109280738,222.0022911093208
35,50,10,5,6.875,2.75,1.1,1,266.69300755372683,259.8434990413874,260.6907272514455,257.1045020955363,257.10450211207655
35,55,5,5,6.875,2.75,1.1,1,209.0431815846594,204.12280653024644,204.53395484105081,201.90358964103686,201.9035896575984
40,5,5,50,6.875,2.75,1.1,1,562.6934273344282,561.2355963298595,562.1324837314604,561.0749095307933,561.0749095473128
40,5,10,45,6.875,2.75,1.1,1,575.0995177943095,572.1815608453287,573.9736276196959,571.8634382039,571.8634382204197
40,5,15,40,6.875,2.75,1.1,1,587.2475680793539,582.8666793051716,585.5524458898041,582.3941063757957,582.3941063923149
40,5,20,35,6.875,2.75,1.1,1,599.16241612871,593.3153495111793,596.8935292079775,592.6910861481249,592.6910861646459
40,5,25,30,6.875,2.75,1.1,1,610.8653351433809,603.548461029823,608.0179316561547,602.7750732354905,602.7750732519843
40,5,30,25,6.875,2.75,1.1,1,622.3747097784541,613.5840605946861,618.9438416025819,612.6639464168807,612.663946433382
40,5,35,20,6.875,2.75,1.1,1,633.7065560286497,623.4378637262124,629.6870975125076,622.3732745666789,622.3732745831879
40,5,40,15,6.875,2.75,1.1,1,644.8749267960604,633.1236538758455,640.2615903516862,631.9167122086084,631.9167122251284
40,5,45,10,6.875,2.75,1.1,1,655.892232419847,642.6535978997982,650.6795816275916,641.3063121403127,641.3063121601992
40,5,50,5,6.875,2.75,1.1,1,666.7694969799593,652.0384983376097,660.9519577143974,650.552775442831,650.5527754624578
40,10,5,45,6.875,2.75,1.1,1,514.8167192986411,513.137043688648,513.939256471134,512.8509286919026,512.8509287084171
40,10,10,40,6.875,2.75,1.1,1,529.1468184323498,525.7885590769913,527.3920802369095,525.2237043935767,525.2237044100923
40,10,15,35,6.875,2.75,1.1,1,543.0546223472192,538.0177747206806,540.4219713804614,537.1807463261739,537.1807463426906
40,10,20,30,6.875,2.75,1.1,1,556.5917699137525,549.8754528345751,553.0799055343197,548.7721624518897,548.7721624684065
40,10,25,25,6.875,2.75,1.1,1,569.8004544417374,561.4030730272499,565.4075329923703,560.0388941234469,560.0388941399486
40,10,30,20,6.875,2.75,1.1,1,582.7156725940931,572.6350419359703,577.4393989261221,571.0148985093964,571.0148985259029
40,10,35,15,6.875,2.75,1.1,1,595.3668289869642,583.6002698998726,589.204527541928,581.7287057870913,581.7287058036063
40,10,40,10,6.875,2.75,1.1,1,607.7789085908107,594.3233230277017,600.7275795699311,592.20455692958,592.2045569461294
40,10,45,5,6.875,2.75,1.1,1,619.9733511682613,604.8252825249959,612.0297155976288,602.4632523409006,602.463252360796
40,15,5,40,6.875,2.75,1.1,1,467.3696734796081,465.52067064177845,466.24948743082416,465.1218365697985,465.12183658631216
40,15,10,35,6.875,2.75,1.1,1,483.91077871912717,480.22124206862543,481.6783320717026,479.43699874869594,479.43699876521055
40,15,15,30,6.875,2.75,1.1,1,499.7664642012485,494.24218411865354,496.427394636331,493.0839496100991,493.08394962661373
40,15,20,25,6.875,2.75,1.1,1,515.043480831708,507.688266072067,510.60172361725483,506.1659495871262,506.16594960364125
40,15,25,20,6.875,2.75,1.1,1,529.8239328770636,520.6400804382088,524.2821167250313,518.7624211100924,518.7624211266104
40,15,30,15,6.875,2.75,1.1,1,544.1725618162249,533.1611864447871,537.5322874033859,530.9359931386273,530.9359931551356
40,15,35,10,6.875,2.75,1.1,1,558.1414778726664,545.3027506872337,550.4035202282777,542.7370773163966,542.737077336258
40,15,40,5,6.875,2.75,1.1,1,571.7733537004325,557.106679674922,562.9378132637678,554.2069568535928,554.2069568734828
40,20,5,35,6.875,2.75,1.1,1,420.62916755749654,418.622467278788,419.29207804449857,418.1126384070544,418.1126384235661
40,20,10,30,6.875,2.75,1.1,1,439.819128673626,435.82828883680446,437.1668324367005,434.8320778308747,434.8320778473873
40,20,15,25,6.875,2.75,1.1,1,457.8976618040701,451.9385125745515,453.9459802026222,450.4745592518521,450.4745592683439
40,20,20,20,6.875,2.75,1.1,1,475.08539951091666,467.1692759485228,469.84608301334896,465.2529581849516,465.25295820146744
40,20,25,15,6.875,2.75,1.1,1,491.539210945645,481.67427812871415,485.0211223199525,479.31863512042355,479.3186351369419
40,20,30,10,6.875,2.75,1.1,1,507.3753233161734,495.5674174979464,499.5851909119669,492.78374084281404,492.7837408593307
40,20,35,5,6.875,2.75,1.1,1,522.6826697172081,508.9358608346985,513.625592787706,505.73409332169797,505.73409334154854
40,25,5,30,6.875,2.75,1.1,1,375.00000000329993,372.8227671720021,373.443875799033,372.19376726363214,372.193767280144
40,25,10,25,6.875,2.75,1.1,1,397.4176923234193,393.1133319294553,394.3540306101089,391.8969407162206,391.8969407327062
40,25,15,20,6.875,2.75,1.1,1,418.0329964849817,411.63435684446296,413.49441801596055,409.86047046410096,409.8604704806139
40,25,20,15,6.875,2.75,1.1,1,437.29991565894056,428.82986427917444,431.3097647539883,426.5215134278743,426.5215134443749
40,25,25,10,6.875,2.75,1.1,1,455.51018798983137,444.9852238622847,448.08585969248713,442.1609939844866,442.1609940009959
40,25,30,5,6.875,2.75,1.1,1,472.86438808061513,460.29666462470794,464.01919556855796,456.9720603105182,456.97206033037605
40,30,5,25,6.875,2.75,1.1,1,331.1536762644959,328.7678140979993,329.34922810367937,327.99860293329266,327.9986029498027
40,30,10,20,6.875,2.75,1.1,1,357.47848564960225,352.8128719508764,353.97221588985326,351.35141220395604,351.35141222044456
40,30,15,15,6.875,2.75,1.1,1,380.9066187623255,374.0220836871453,375.75851991086233,371.9158216884724,371.9158217049718
40,30,20,10,6.875,2.75,1.1,1,402.351146140427,393.28721787652273,395.60109553181724,390.5695875116127,390.56958752812017
40,30,25,5,6.875,2.75,1.1,1,422.3294306466642,411.11363366733406,414.00592643017796,407.8100808595222,407.8100808793515
40,35,5,20,6.875,2.75,1.1,1,290.2502262836226,287.58146539400695,288.13089543214954,286.6307950731773,286.63079508968684
40,35,10,15,6.875,2.75,1.1,1,321.0789626208188,315.96527655537193,317.0569273790115,314.21340519966446,314.21340521616
40,35,15,10,6.875,2.75,1.1,1,347.40965463428057,339.9543325137819,341.58643109783645,337.4743216211924,337.4743216376937
40,35,20,5,6.875,2.75,1.1,1,370.9664136362431,361.23060289977917,363.4032635855939,358.06873993898114,358.0687399555061
40,40,5,15,6.875,2.75,1.1,1,254.2240424344343,251.14105608234877,251.66527282851126,249.9348000883051,249.93480010479095
40,40,10,10,6.875,2.75,1.1,1,289.57426891649635,283.88025534859906,284.9154798391105,281.76798229873066,281.7679823152349
40,40,15,5,6.875,2.75,1.1,1,318.4949754584629,310.3467361354807,311.890183343299,307.4324780837454,307.4324781002705
40,45,5,10,6.875,2.75,1.1,1,225.72497612628425,222.01763472642284,222.52172165249738,220.43624552803007,220.43624554453532
40,45,10,5,6.875,2.75,1.1,1,264.2923931294948,257.8404152554583,258.8278609851602,255.27334419123167,255.27334420776413
40,50,5,5,6.875,2.75,1.1,1,206.7662731053646,202.15814084644916,202.64428290397709,200.04608233263994,200.04608234919502
45,5,5,45,6.875,2.75,1.1,1,514.0999031481864,512.6871135357194,513.6142512108906,512.5314554360909,512.5314554526093
45,5,10,40,6.875,2.75,1.1,1,527.7565511293556,524.9328128640707,526.7833289910425,524.6253148710432,524.6253148875621
45,5,15,35,6.875,2.75,1.1,1,541.0259524631333,536.792148639485,539.562812521013,536.3362114473131,536.3362114638335
45,5,20,30,6.875,2.75,1.1,1,553.9535228763541,548.3097527446274,551.9977609715711,547.7084373710545,547.708437387532
45,5,25,25,6.875,2.75,1.1,1,566.5766897400881,559.5223995982682,564.1252998782708,558.778486253813,558.7784862703018
45,5,30,20,6.875,2.75,1.1,1,578.9267274797168,570.4608112198273,575.9764438441136,569.5768447904854,569.576844806984
45,5,35,15,6.875,2.75,1.1,1,591.0300844290316,581.1509621898726,587.5774142315712,580.1292880224235,580.1292880389343
45,5,40,10,6.875,2.75,1.1,1,602.9093633623174,591.6150440368573,598.9506129425415,590.4578365426506,590.4578365591759
45,5,45,5,6.875,2.75,1.1,1,614.5840601185959,601.8721917259907,610.1153559718523,600.5814775598443,600.5814775797054
45,10,5,40,6.875,2.75,1.1,1,466.66666666997025,465.0317407236483,465.8692516649797,464.7480729037201,464.74807292023405
45,10,10,35,6.875,2.75,1.1,1,482.57133454523694,479.3084887317282,480.97993208333,478.7504864213239,478.7504864378386
45,10,15,30,6.875,2.75,1.1,1,497.84086272411423,492.95488671251314,495.4574449656517,492.1305097226715,492.13050973915654
45,10,20,25,6.875,2.75,1.1,1,512.5709353051044,506.06495100475036,509.3963748979377,504.9811174433512,504.9811174598442
45,10,25,20,6.875,2.75,1.1,1,526.835820022935,518.7116573630817,522.8701341710162,517.3744723033079,517.3744723198068
45,10,30,15,6.875,2.75,1.1,1,540.6945209137712,530.9529848542578,535.937045053757,529.3679038485674,529.3679038684135
45,10,35,10,6.875,2.75,1.1,1,554.1948306678385,542.8358967286938,548.6443458549829,541.007846338332,541.0078463581784
45,10,40,5,6.875,2.75,1.1,1,567.3760974386556,554.3990585379537,561.0309261765319,552.3325274205434,552.3325274403727
45,15,5,35,6.875,2.75,1.1,1,419.8875501363447,418.0691848651446,418.8373229364763,417.66562381151414,417.66562382802647
45,15,10,30,6.875,2.75,1.1,1,438.44060544610255,434.822567452495,436.35471142055655,434.0337801511771,434.03378016769
45,15,15,25,6.875,2.75,1.1,1,455.9535974175493,450.5490336633969,452.84229813113393,449.3896632581721,449.38966327465675
45,15,20,20,6.875,2.75,1.1,1,472.62738841189946,465.44568165425994,468.49801765996,463.9278386248406,463.9278386413345
45,15,25,15,6.875,2.75,1.1,1,488.60622028494436,479.6540641007218,483.464012518325,477.788029315422,477.7880293319239
45,15,30,10,6.875,2.75,1.1,1,503.9977912301929,493.2798818258057,497.8464154728286,491.0745615813631,491.07456159789547
45,15,35,5,6.875,2.75,1.1,1,518.8850169112329,506.4045208403382,511.7269383529032,503.8677564092374,503.8677564291186
45,20,5,30,6.875,2.75,1.1,1,374.17290443581277,372.17236529458916,372.8853069409861,371.64470596061614,371.6447059771272
45,20,10,25,6.875,2.75,1.1,1,395.9353549398973,391.9766157019042,393.3967678404795,390.9559717809663,390.95597179744505
45,20,15,20,6.875,2.75,1.1,1,415.99590919748374,410.10695366416076,412.2308469450095,408.6184069858473,408.61840700236075
45,20,20,15,6.875,2.75,1.1,1,434.7737673402994,426.97412418084525,429.79960374986837,425.03705729192075,425.0370573084181
45,20,25,10,6.875,2.75,1.1,1,452.5412099818667,442.84494379097964,446.37068983735315,440.4750185098473,440.4750185263712
45,20,30,5,6.875,2.75,1.1,1,469.4868766229972,457.9042872392658,462.12954378898826,455.114572816547,455.1145728363898
45,25,5,25,6.875,2.75,1.1,1,330.18300385463647,327.9727327583034,328.64169874039897,327.30311662300426,327.3031166395149
45,25,10,20,6.875,2.75,1.1,1,355.8316096500054,351.50216442635536,352.8311226560819,350.22974183374043,350.2297418502516
45,25,15,15,6.875,2.75,1.1,1,378.72007814038733,372.3243978967393,374.30875451241945,370.4907331478781,370.49073316437125
45,25,20,10,6.875,2.75,1.1,1,399.703553639107,391.2762290578892,393.91348785775153,388.9107050745765,388.91070509109403
45,25,25,5,6.875,2.75,1.1,1,419.2719299831736,408.8370787104928,412.1259234231606,405.9620779069987,405.9620779235368
45,30,5,20,6.875,2.75,1.1,1,289.0557413898894,286.57232068339243,287.20694338702475,285.7225698713755,285.72256988788445
45,30,10,15,6.875,2.75,1.1,1,319.20885438729266,314.43665745071024,315.69113573677794,312.8708610747506,312.8708610912429
45,30,15,10,6.875,2.75,1.1,1,345.0323349647593,338.06295654783526,339.93115529200907,335.84722072269864,335.84722073919824
45,30,20,5,6.875,2.75,1.1,1,368.16605126958444,359.05408264947647,361.5330666083382,356.2303761017674,356.23037611828386
45,35,5,15,6.875,2.75,1.1,1,252.70519577280322,249.83095933004188,250.43957911531413,248.72996924682337,248.72996926330563
45,35,10,10,6.875,2.75,1.1,1,287.4371333290599,282.10403398050556,283.29741625435,280.1774602217979,280.17746023829596
45,35,15,5,6.875,2.75,1.1,1,315.9082601553484,308.25794683838683,310.0284031193927,305.602387735994,305.60238775251145
45,40,5,10,6.875,2.75,1.1,1,223.8077424855705,220.34961241275488,220.9382187459892,218.87969586248255,218.87969587898107
45,40,10,5,6.875,2.75,1.1,1,261.883999127118,255.82593197444902,256.96799928194685,253.44513970850113,253.44513972502608
45,45,5,5,6.875,2.75,1.1,1,204.48968029699944,200.18794442517853,200.75836547223523,198.1922656231434,198.19226563972404
50,5,5,40,6.875,2.75,1.1,1,465.92333810656106,464.5303892427316,465.4925785071141,464.37781120385614,464.3778112203745
50,5,10,35,6.875,2.75,1.1,1,481.14769634402376,478.3691248239859,480.2864516932992,478.0688099528263,478.0688099693449
50,5,15,30,6.875,2.75,1.1,1,495.78475950305483,491.6259961808523,494.49259012493644,491.18207794307443,491.1820779595939
50,5,20,25,6.875,2.75,1.1,1,509.91974954990724,504.38477266916266,508.19566290309854,503.8008430994838,503.80084311600615
50,5,25,20,6.875,2.75,1.1,1,523.6194397639356,516.7110830869044,521.4620025637091,515.9903088935376,515.9903089100635
50,5,30,15,6.875,2.75,1.1,1,536.9372963111015,528.6574709540415,534.3447151183783,527.8026774047582,527.8026774212587
50,5,35,10,6.875,2.75,1.1,1,549.9169133394122,540.2667720118432,546.8870941269989,539.2805052813718,539.2805052978925
50,5,40,5,6.875,2.75,1.1,1,562.5943864742418,551.5744479641482,559.1249796979812,550.4590225840876,550.4590226039807
50,10,5,35,6.875,2.75,1.1,1,419.12466877239336,417.5084612664203,418.3872315258617,417.2231935329144,417.2231935494283
50,10,10,30,6.875,2.75,1.1,1,437.01522091114003,433.79903465823645,435.54845579199275,433.2412480242963,433.24124804081174
50,10,15,25,6.875,2.75,1.1,1,453.93489721653617,449.1303363945165,451.74419599608785,448.3102522249209,448.31025224143633
50,10,20,20,6.875,2.75,1.1,1,470.0657362197659,463.68121097684565,467.1546103155646,462.6072977900325,462.6072978065223
50,10,25,15,6.875,2.75,1.1,1,485.5398013402946,477.5814069801498,481.91039610929556,476.2608574426168,476.2608574591158
50,10,30,10,6.875,2.75,1.1,1,500.4564853872842,490.92857618724776,496.1099157130978,489.36761926265876,489.36761928248853
50,10,35,5,6.875,2.75,1.1,1,514.8928010018061,503.7983825829159,509.8293807693178,502.0024976829792,502.0024976995555
50,15,5,30,6.875,2.75,1.1,1,373.33497843448225,371.5180157506854,372.3329645607855,371.1017651528401,371.1017651693522
50,15,10,25,6.875,2.75,1.1,1,394.42487278330236,390.82710840755584,392.44636771200936,390.0217486759596,390.0217486924268
50,15,15,20,6.875,2.75,1.1,1,413.91115346741856,408.55677894543953,410.9730961664741,407.38206473119766,407.38206474768003
50,15,20,15,6.875,2.75,1.1,1,432.1795744351811,425.08559721202545,428.2937507212497,423.5568358042298,423.5568358207221
50,15,25,10,6.875,2.75,1.1,1,449.4834525596072,440.662173953381,444.6582690505194,438.79174531087455,438.7917453273807
50,15,30,5,6.875,2.75,1.1,1,465.99968225087514,455.4601262998801,460.24118847990604,453.25835972877894,453.25835974531907
50,20,5,25,6.875,2.75,1.1,1,329.2088882113645,327.17676461716206,327.9425394990047,326.6158579644437,326.61585798095365
50,20,10,20,6.875,2.75,1.1,1,354.16753669765717,350.18157907431134,351.69767334897165,349.11558528078984,349.1155852973011
50,20,15,15,6.875,2.75,1.1,1,376.50073707721504,370.6071419505856,372.8645263811226,369.0710876230709,369.0710876395848
50,20,20,10,6.875,2.75,1.1,1,397.00727941871776,389.23646163831836,392.2292946276602,387.2551789632725,387.2551789797924
50,20,25,5,6.875,2.75,1.1,1,416.1499466808311,406.5231903670243,410.2474778441147,404.11560586644714,404.1156058862891
50,25,5,20,6.875,2.75,1.1,1,287.8638538072317,285.5650279966162,286.29387782290297,284.8250458487713,284.8250458652805
50,25,10,15,6.875,2.75,1.1,1,317.3279531073502,312.89914690381596,314.3329848802921,311.53582767965327,311.5358276961646
50,25,15,10,6.875,2.75,1.1,1,342.6304944589518,336.15282747591596,338.2802975439548,334.22446268096735,334.2244626974612
50,25,20,5,6.875,2.75,1.1,1,365.3280146448455,356.85022687266803,359.6647775060429,354.39388766504646,354.3938876815597
50,30,5,15,6.875,2.75,1.1,1,251.19295359913792,248.5238277208697,249.22624200405693,247.53728468214172,247.5372846986188
50,30,10,10,6.875,2.75,1.1,1,285.29185656938853,280.3176374289258,281.68547704216354,278.59295827283705,278.5929582893291
50,30,15,5,6.875,2.75,1.1,1,313.3010709435738,306.14937480095824,308.1690153164482,303.7746490871409,303.77464910365325
50,35,5,10,6.875,2.75,1.1,1,221.89623438511774,218.68128231142978,219.36458743227618,217.33284976262317,217.33284977911327
50,35,10,5,6.875,2.75,1.1,1,259.46698018998177,253.79802392365553,255.11121066146137,251.61995600070395,251.61995601722197
50,40,5,5,6.875,2.75,1.1,1,202.21323982269527,198.21065286273338,198.8763287618226,196.34226358013814,196.34226359666872
55,5,5,35,6.875,2.75,1.1,1,418.3329743604917,416.93741747127535,417.9417518314213,416.7852964715695,416.7852964880858
55,5,10,30,6.875,2.75,1.1,1,435.52753347948646,432.7520614976729,434.74804254816934,432.45445883569283,432.45445885220914
55,5,15,25,6.875,2.75,1.1,1,451.8177853150755,447.6740795629965,450.65168008148737,447.23633232589356,447.23633234241447
55,5,20,20,6.875,2.75,1.1,1,467.367866422729,461.86482512824466,465.81588308099685,461.2913574020042,461.2913574185286
55,5,25,15,6.875,2.75,1.1,1,482.29810348730433,475.4425786358347,480.360298871366,474.737144838505,474.7371448549875
55,5,30,10,6.875,2.75,1.1,1,496.6998037168205,488.4970888065985,494.3757128220876,487.662934722042,487.66293473854904
55,5,35,5,6.875,2.75,1.1,1,510.64418713801217,501.09835450124604,507.93293180286264,500.1383286957188,500.13832871561203
55,10,5,30,6.875,2.75,1.1,1,372.4825719252828,370.8578040850563,371.78678193506977,370.5648792542958,370.5648792708087
55,10,10,25,6.875,2.75,1.1,1,392.87890775511744,389.66119563015576,391.5028192923439,389.0942606565464,389.09426067306094
55,10,15,20,6.875,2.75,1.1,1,411.76750189945557,406.9785688218519,409.7211893685254,406.1514669867537,406.1514670032304
55,10,20,15,6.875,2.75,1.1,1,429.5020110489202,423.1574010391786,426.79223906972413,422.08088179942837,422.080881815917
55,10,25,10,6.875,2.75,1.1,1,446.3172906796216,438.4284423391538,442.9486253938383,437.1112019734,437.1112019899265
55,10,30,5,6.875,2.75,1.1,1,462.3786869700419,452.9541473885563,458.3541450070102,451.40343614314486,451.40343616298884
55,15,5,25,6.875,2.75,1.1,1,328.2292784715954,326.37838608908265,327.25167639228437,325.9367542297533,325.93675424626446
55,15,10,20,6.875,2.75,1.1,1,352.4822672368411,348.84838627489705,350.57188521630775,348.0089594993224,348.0089595158352
55,15,15,15,6.875,2.75,1.1,1,374.24248855749516,368.8664216533088,371.4258802116603,367.6569290479802,367.6569290644614
55,15,20,10,6.875,2.75,1.1,1,394.25398072708686,387.16289896560744,390.5485546766676,385.6030473518969,385.6030473683925
55,15,25,5,6.875,2.75,1.1,1,412.9527967796629,404.1658732011596,408.37061040680055,402.27068511222615,402.27068512875144
55,20,5,20,6.875,2.75,1.1,1,286.67332578544426,284.55820469168947,285.3916560810619,283.93818107275,283.9381810892602
