f1,f2,f3,f4,a1,a2,a3,a4,Kaibel Column (Configuration 21),Agrawal Column (Configuration 130),Configuration 63 (ABC Absent),Configuration 105 (BCD Absent),Sargent Column (Configuration 152)
5,55,25,15,3.025,1.21,1.1,1,1209.7624866315437,895.8386706684222,895.8386706664206,895.8386706664298,895.8386546370083
5,55,30,10,3.025,1.21,1.1,1,1293.0362460786496,935.3757285529088,935.3757285509065,935.3757285509762,935.3757285539081
5,55,35,5,3.025,1.21,1.1,1,1372.8137946231593,973.2614819159638,973.2614819139609,973.2614819139925,973.2614819169634
5,60,5,30,3.025,1.21,1.1,1,831.3570388642734,745.3044719697658,745.3044719622171,745.3044719622098,745.3044719652166
5,60,10,25,3.025,1.21,1.1,1,951.4385425655961,802.2333972418822,802.2333972408811,802.2333972408784,802.2333698897895
5,60,15,20,3.025,1.21,1.1,1,1054.9175357405145,851.3173215483195,851.3173215527439,851.3173215473174,851.3173215503197
5,60,20,15,3.025,1.21,1.1,1,1148.9904956488504,895.9571483464335,895.9571483444328,895.9571483444305,895.9571277918315
5,60,25,10,3.025,1.21,1.1,1,1236.8521623107545,937.66256149314,937.6625614921372,937.6625614921519,937.6625614951396
5,60,30,5,3.025,1.21,1.1,1,1320.2478726587253,977.2582819275075,977.258281925509,977.258281925578,977.2582819285092
5,65,5,25,3.025,1.21,1.1,1,869.566074512355,792.3731227628961,792.3731227618961,792.3731227618855,792.3731227648971
5,65,10,20,3.025,1.21,1.1,1,985.2376517116775,847.2206559033741,847.2206559023741,847.2206559023692,847.2206559151114
5,65,15,15,3.025,1.21,1.1,1,1086.836932617472,895.4182474299054,895.4182474279075,895.4182474279022,895.4182474309057
5,65,20,10,3.025,1.21,1.1,1,1180.0000000034745,939.6296296376306,939.6296296366329,939.6296296366264,939.6296296396313
5,65,25,5,3.025,1.21,1.1,1,1267.4236331883258,981.1292902663546,981.1292902653519,981.129290265369,981.1292902683522
5,70,5,20,3.025,1.21,1.1,1,911.7936471337936,841.339730059494,841.3397300585027,841.3397300584654,841.3396932246624
5,70,10,15,3.025,1.21,1.1,1,1022.9628524491591,894.0617045456122,894.0617045358323,894.0617045358247,894.0617045388311
5,70,15,10,3.025,1.21,1.1,1,1122.3590459392901,941.2199018158514,941.2199018078909,941.219901807886,941.219877875964
5,70,20,5,3.025,1.21,1.1,1,1214.305407231462,984.8577142823814,984.8577142742566,984.8577142742497,984.857714277255
5,75,5,15,3.025,1.21,1.1,1,956.8822004119345,891.6576595970361,891.6576595892767,891.6576595892382,891.6576595922787
5,75,10,10,3.025,1.21,1.1,1,1063.7729632410678,942.3594868222157,942.3594868143667,942.3594868143518,942.3594625613525
5,75,15,5,3.025,1.21,1.1,1,1160.8498898881912,988.4231438713721,988.4231438703761,988.423143870368,988.4231438733729
5,80,5,10,3.025,1.21,1.1,1,1004.034006991961,942.9501650641168,942.950165063118,942.9501650630475,942.9501285690001
5,80,10,5,3.025,1.21,1.1,1,1107.0038586617788,991.8004717959907,991.8004717949989,991.8004717949826,991.8004717979901
5,85,5,5,3.025,1.21,1.1,1,1052.700969867329,994.9583775311078,994.9583775301188,994.958377530016,994.9583775331073
10,5,5,80,3.025,1.21,1.1,1,912.0042536945479,860.0718620316254,862.7785511238475,859.678375750815,859.6783757679297
10,5,10,75,3.025,1.21,1.1,1,973.0451117451464,869.5604796622256,874.9969176913429,868.8242303890295,868.8242304070147
10,5,15,70,3.025,1.21,1.1,1,1033.3229606622858,878.5834630539989,886.7682728788966,877.5451482833464,877.5451483023165
10,5,20,65,3.025,1.21,1.1,1,1092.9832799270982,887.2264338106797,898.1749203256802,885.9193686957004,885.9193687023311
10,5,25,60,3.025,1.21,1.1,1,1152.1349474399617,895.553656711673,909.2785771115183,894.0055609488811,894.0055609555118
10,5,30,55,3.025,1.21,1.1,1,1210.8614848321,903.6145786663528,920.1266916095457,901.8488302864669,901.8488302930955
10,5,35,50,3.025,1.21,1.1,1,1269.228288139427,911.4480380292576,930.7565064776107,909.4845802227585,909.4845802293861
10,5,40,45,3.025,1.21,1.1,1,1327.2874541365018,919.0850773536315,941.1977711245997,916.9410910600061,916.9410910666367
10,5,45,40,3.025,1.21,1.1,1,1385.081103936546,926.5508824599882,951.4746100157845,924.2412959318661,924.2412959384936
10,5,50,35,3.025,1.21,1.1,1,1442.6437331447373,933.8661550327844,961.6068440950435,931.4040369667914,931.4040369767908
10,5,55,30,3.025,1.21,1.1,1,1500.0039119203714,941.0481065789379,971.6109469483031,938.4449742470262,938.4449742570424
10,5,60,25,3.025,1.21,1.1,1,1557.185539337558,948.1111925690582,981.5007505180864,945.3772566529192,945.3772566629523
10,5,65,20,3.025,1.21,1.1,1,1614.2087850990301,955.0676641727259,991.2879751134122,952.2120257127024,952.2120257227643
10,5,70,15,3.025,1.21,1.1,1,1671.0908074761044,961.9279893306579,1000.9826336425897,958.9587998701644,958.9587998801264
10,5,75,10,3.025,1.21,1.1,1,1727.8463082008818,968.7011785451965,1010.5933441877773,965.6257716228126,965.6257716329217
10,5,80,5,3.025,1.21,1.1,1,1784.487966646908,975.3950400741005,1020.1275747055406,972.2200401406326,972.2200401501362
10,10,5,75,3.025,1.21,1.1,1,870.80782615931,815.1708307536787,817.6884144498827,814.345776690375,814.3457767072166
10,10,10,70,3.025,1.21,1.1,1,938.9307300324245,828.7674271058419,833.8518486002391,827.2418807591939,827.2418807765583
10,10,15,65,3.025,1.21,1.1,1,1005.0880519604705,841.2049340988747,848.8945400007567,839.0725873991667,839.0725874171211
10,10,20,60,3.025,1.21,1.1,1,1069.743274671939,852.7515404061744,863.0771413262154,850.0856775480368,850.0856775546731
10,10,25,55,3.025,1.21,1.1,1,1133.2137664644067,863.5913625909872,876.5782912715108,860.450968236743,860.4509682433779
10,10,30,50,3.025,1.21,1.1,1,1195.726872371175,873.8566304047117,889.5260870579206,870.2902308978821,870.2902309179706
10,10,35,45,3.025,1.21,1.1,1,1257.4512266897136,883.6456780389871,902.0156554389758,879.6938946675227,879.6938946884368
10,10,40,40,3.025,1.21,1.1,1,1318.515439490042,893.0336947905668,914.1196397129197,888.7310155204977,888.7310155271263
10,10,45,35,3.025,1.21,1.1,1,1379.0198483262097,902.0794945769653,925.8947956264348,897.4555464472495,897.4555464572568
10,10,50,30,3.025,1.21,1.1,1,1439.0442282453996,910.8299627357135,937.386319332765,905.9104516989551,905.9104517089557
10,10,55,25,3.025,1.21,1.1,1,1498.6530299429144,919.3230808148094,948.6307882067763,914.1305023569124,914.1305023669125
10,10,60,20,3.025,1.21,1.1,1,1557.8990445075856,927.5900452971797,959.6582186374308,922.1442325228237,922.1442325294441
10,10,65,15,3.025,1.21,1.1,1,1616.8260322923607,935.6567892195287,970.4935424271127,929.9753427884917,929.9753427983893
10,10,70,10,3.025,1.21,1.1,1,1675.4706498383048,943.5450987651963,981.1576891818748,937.643729210208,937.6437292200093
10,10,75,5,3.025,1.21,1.1,1,1733.86388910355,951.2734482043115,991.6683949360458,945.1662519646674,945.1662519742546
10,15,5,70,3.025,1.21,1.1,1,832.1064346168706,771.652989547389,773.993417458511,770.3394215257189,770.3394215323643
10,15,10,65,3.025,1.21,1.1,1,908.4609778159205,789.9852047459312,794.7438814001836,787.5960353961597,787.596035413371
10,15,15,60,3.025,1.21,1.1,1,981.0279932562439,806.1187333714229,813.3533569135742,802.8173886619469,802.8173886796259
10,15,20,55,3.025,1.21,1.1,1,1050.8934014695094,820.6756084416971,830.4312984895726,816.5828392958875,816.5828393140741
10,15,25,50,3.025,1.21,1.1,1,1118.7281833958261,834.0412105297254,846.3544874934273,829.2505621760877,829.2505621949167
10,15,30,45,3.025,1.21,1.1,1,1184.978886014085,846.4726853018111,861.3738369525992,841.0590795631745,841.0590795826045
10,15,35,40,3.025,1.21,1.1,1,1249.9589702334952,858.1510024168942,875.6656088066961,852.1759491034752,852.175949123551
10,15,40,35,3.025,1.21,1.1,1,1313.897515819519,869.2087500250576,889.3587242313355,862.7237254914082,862.723725501405
10,15,45,30,3.025,1.21,1.1,1,1376.9672993898282,879.7461793519931,902.5505092081349,872.7949284973876,872.7949285040175
10,15,50,25,3.025,1.21,1.1,1,1439.3019842592644,889.8410402766447,915.3163351522049,882.4612074813047,882.4612074879342
10,15,55,20,3.025,1.21,1.1,1,1501.0071599110045,899.5549058975045,927.7158108427988,891.7792275788928,891.7792275888551
10,15,60,15,3.025,1.21,1.1,1,1562.1677136317787,908.9374010813411,939.7969175619733,900.7946006363272,900.7946006429664
10,15,65,10,3.025,1.21,1.1,1,1622.8529152753472,918.0291228095633,951.5988617557633,909.5445969655026,909.5445969753088
10,15,70,5,3.025,1.21,1.1,1,1683.1200221438855,926.8637130976878,963.1540977220302,918.0600681932567,918.0600682029433
10,20,5,65,3.025,1.21,1.1,1,796.92366380607,730.0893932748114,732.2654545720296,728.2029629792893,728.2029629960953
10,20,10,60,3.025,1.21,1.1,1,882.638042438514,753.7716820815348,758.2323548534978,750.4184113949652,750.4184114121487
10,20,15,55,3.025,1.21,1.1,1,961.9509295980927,773.7740798047819,780.5951910127251,769.2077741635795,769.2077741811669
10,20,20,50,3.025,1.21,1.1,1,1037.046145338304,791.3390088998112,800.5782642256105,785.7348931437054,785.7348931617331
10,20,25,45,3.025,1.21,1.1,1,1109.1274001636712,807.1531967262696,818.8566654436739,800.6415214620907,800.6415214807146
10,20,30,40,3.025,1.21,1.1,1,1178.9377794165787,821.6417189473324,835.8473396246688,814.324014202025,814.3240142211657
10,20,35,35,3.025,1.21,1.1,1,1246.971896996813,835.0882542036159,851.8279630414845,827.0463352278744,827.0463352345108
10,20,40,30,3.025,1.21,1.1,1,1313.577233790275,847.6926042977523,866.9937310572011,838.9940406221779,838.9940406321705
10,20,45,25,3.025,1.21,1.1,1,1379.0080389723678,859.6013298990475,881.4875655271292,850.302994377515,850.3029943875052
10,20,50,20,3.025,1.21,1.1,1,1443.4563564116102,870.925408181889,895.4175040367775,861.0758988901091,861.0758988967111
10,20,55,15,3.025,1.21,1.1,1,1507.0710022193975,881.7510472937915,908.8673370787072,871.3924068402614,871.392406850176
10,20,60,10,3.025,1.21,1.1,1,1569.96974648142,892.1466370775852,921.9034367037943,881.3156126567294,881.3156126665111
10,20,65,5,3.025,1.21,1.1,1,1632.2474464177863,902.1673955994579,934.5793161339911,894.6530032569746,894.6530032599383
10,25,5,60,3.025,1.21,1.1,1,766.7413256570072,691.3063129353948,693.3322945949881,688.7232923838012,688.723292400641
10,25,10,55,3.025,1.21,1.1,1,862.6329852464295,720.778266873203,724.9705764218999,716.3300541204505,716.3300541377279
10,25,15,50,3.025,1.21,1.1,1,948.6717453747149,744.6236079655388,751.0738948526567,738.6751839866918,738.6751840043135
10,25,20,45,3.025,1.21,1.1,1,1028.7489569477748,765.0458688906218,773.8222778824171,757.831054274219,757.831054292357
10,25,25,40,3.025,1.21,1.1,1,1104.7691020405703,783.1265824676356,794.2829895383035,774.8122246137382,774.8122246323405
10,25,30,35,3.025,1.21,1.1,1,1177.8272009465686,799.4893024938956,813.069897832658,790.2022485478593,790.2022485669656
10,25,35,30,3.025,1.21,1.1,1,1248.6183513797346,814.5308993844625,830.5728397628837,804.371711864237,804.3717118708714
10,25,40,25,3.025,1.21,1.1,1,1317.614628778439,828.5216048695589,847.056702317139,817.5724207121153,817.5724207187341
10,25,45,20,3.025,1.21,1.1,1,1385.1528313773035,841.6547019330975,862.7105715312545,829.9841235419408,829.9841235518772
10,25,50,15,3.025,1.21,1.1,1,1451.4824486365235,854.0737250143101,877.6746032248186,841.7400549049597,841.7400549147426
10,25,55,10,3.025,1.21,1.1,1,1516.7938588844272,869.0918104429231,892.0558198291365,869.091810441998,869.0917892460849
10,25,60,5,3.025,1.21,1.1,1,1581.2358674228858,899.6846481145607,905.9379363389462,899.6846481125733,899.6846301607351
10,30,5,55,3.025,1.21,1.1,1,743.5809025698171,656.4304268464211,658.3228321009426,652.9735564310611,652.9735564480079
10,30,10,50,3.025,1.21,1.1,1,849.666968819586,691.6837694308996,695.6392851909146,685.9780859115968,685.9780859290003
10,30,15,45,3.025,1.21,1.1,1,941.9006349911986,719.0615658048122,725.1844028239752,711.5950495874331,711.595049605349
10,30,20,40,3.025,1.21,1.1,1,1026.4078339429082,742.021824747406,750.3882761385909,733.0851513818944,733.0851514003118
10,30,25,35,3.025,1.21,1.1,1,1105.8722417024444,762.0838698961355,772.7539658985572,751.8772268327168,751.8772268515069
10,30,30,30,3.025,1.21,1.1,1,1181.74709175346,780.0727076170065,793.0956416207438,768.7452395562503,768.7452395628773
10,30,35,25,3.025,1.21,1.1,1,1254.9205585988911,796.4939077618046,811.9110782300107,784.1623829962949,784.1623830062389
10,30,40,20,3.025,1.21,1.1,1,1325.9803058651248,811.6828540469268,829.5297657855273,807.8261858171755,807.8261685082323
10,30,45,15,3.025,1.21,1.1,1,1395.3377121793592,840.7153308217738,846.1824630996861,840.7153308207795,840.7153308329758
10,30,50,10,3.025,1.21,1.1,1,1463.2931724626426,872.9496857461351,872.9496857450674,872.9496857451956,872.9496857481363
10,30,55,5,3.025,1.21,1.1,1,1530.0733674848407,904.6351914751679,904.6351914731307,904.6351914731688,904.635175127986
10,35,5,50,3.025,1.21,1.1,1,729.8331709838221,626.7934840445664,628.5714285913789,622.2222222305538,622.2222222476972
10,35,10,45,3.025,1.21,1.1,1,844.7792776499579,667.0653592885993,670.8169167784672,659.9123776676076,659.9123776852732
10,35,15,40,3.025,1.21,1.1,1,942.1092929350921,697.3496388060234,703.1880109318735,688.2157634677286,688.2157634859792
10,35,20,35,3.025,1.21,1.1,1,1030.2185205719165,722.376005634635,730.3835446062873,711.5991720223934,711.5991720411897
10,35,25,30,3.025,1.21,1.1,1,1112.484462828813,744.0528575207935,754.2943374388614,735.9440595696403,735.9440595726479
10,35,30,25,3.025,1.21,1.1,1,1190.6607165200678,772.9564055541855,775.9023672193588,772.9564055521846,772.9563895542642
10,35,35,20,3.025,1.21,1.1,1,1265.792142387357,808.5454097159669,808.5454097189119,808.545409714014,808.5454097169653
10,35,40,15,3.025,1.21,1.1,1,1338.5584346404441,843.0289814211328,843.0289814251356,843.0289814201542,843.0289638888573
10,35,45,10,3.025,1.21,1.1,1,1409.4296838170162,876.6269666448395,876.6269666488694,876.6269666438989,876.6269482724954
10,35,50,5,3.025,1.21,1.1,1,1478.746097319471,909.4984506985908,909.4984506965753,909.4984506965994,909.4984506995901
10,40,5,45,3.025,1.21,1.1,1,727.5699174158225,603.5482489022344,605.2328111474199,597.566993302259,597.5669933198595
10,40,10,40,3.025,1.21,1.1,1,848.5377752425969,647.2376346181371,650.8178887021596,640.4412437410357,640.4412437440515
10,40,15,35,3.025,1.21,1.1,1,949.4224803849658,688.0797473588538,688.0797473627117,688.0797473578514,688.0797335373098
10,40,20,30,3.025,1.21,1.1,1,1040.1295836471363,730.9560099173993,730.9560099163865,730.9560099163962,730.9559912532205
10,40,25,25,3.025,1.21,1.1,1,1124.4746763941316,770.8560475747232,770.8560475727054,770.8560475727224,770.8560272336177
10,40,30,20,3.025,1.21,1.1,1,1204.3995652068888,808.6886646042442,808.6886646072803,808.6886646022436,808.6886546164592
10,40,35,15,3.025,1.21,1.1,1,1281.0478792102342,844.9890327587208,844.989032761793,844.9890327685642,844.9890136081885
10,40,40,10,3.025,1.21,1.1,1,1355.1579803147335,880.1026321567767,880.1026321598749,880.1026321548653,880.1026167647268
10,40,45,5,3.025,1.21,1.1,1,1427.2378890101456,914.2671374138183,914.2671374118103,914.267137411855,914.2671169128307
10,45,5,40,3.025,1.21,1.1,1,737.507046970479,617.3232228285573,617.3232228207817,617.3232228207828,617.3232228237854
10,45,10,35,3.025,1.21,1.1,1,860.8440698656096,675.4786065686736,675.4786065676687,675.4786065676709,675.4785856749565
10,45,15,30,3.025,1.21,1.1,1,963.5867285125101,723.9921082986122,723.9921082903066,723.9921082903087,723.9921083021563
10,45,20,25,3.025,1.21,1.1,1,1055.8524219605085,767.6017119077311,767.6017119118212,767.6017119067299,767.6016919437939
10,45,25,20,3.025,1.21,1.1,1,1141.5533539550843,808.139245231666,808.1392452210152,808.1392452210188,808.139245224018
10,45,30,15,3.025,1.21,1.1,1,1222.6846880654768,846.5387883943624,846.5387883923605,846.5387883923604,846.5387883953621
10,45,35,10,3.025,1.21,1.1,1,1300.4232497915432,883.3512285272474,883.3512285252441,883.3512285252561,883.3512159464677
10,45,40,5,3.025,1.21,1.1,1,1375.5297654850335,918.932627823112,918.9326278211082,918.932627821171,918.9326278241111
10,50,5,35,3.025,1.21,1.1,1,758.5533930168721,656.4359285074479,656.4359285000627,656.4359285000578,656.4359285030597
10,50,10,30,3.025,1.21,1.1,1,880.9692070024789,714.1675734633917,714.1675734556992,714.1675734556973,714.1675734674337
10,50,15,25,3.025,1.21,1.1,1,984.0329123689188,762.8365221229836,762.8365221219864,762.8365221219831,762.8365022725284
10,50,20,20,3.025,1.21,1.1,1,1076.9139965103045,806.7380383543141,806.7380383523125,806.7380383523126,806.7380179631298
10,50,25,15,3.025,1.21,1.1,1,1163.3136720866198,847.6056454105524,847.6056454085502,847.6056454085527,847.6056276746991
10,50,30,10,3.025,1.21,1.1,1,1245.1585632920867,886.3415932742928,886.3415932637706,886.341593274804,886.3415932667734
10,50,35,5,3.025,1.21,1.1,1,1323.599311798844,923.4846679586001,923.4846679565968,923.4846679566048,923.4846492220062
10,55,5,30,3.025,1.21,1.1,1,788.4797346565557,699.7014654180261,699.7014654107049,699.7014654107018,699.7014654137066
10,55,10,25,3.025,1.21,1.1,1,907.7933451288751,755.9869021163603,755.9869021153614,755.986902115357,755.9868758825472
10,55,15,20,3.025,1.21,1.1,1,1010.0000000034479,804.2592592672598,804.2592592662616,804.259259266258,804.259236709333
10,55,20,15,3.025,1.21,1.1,1,1102.731720522103,848.0944776568151,848.0944776488813,848.0944776488801,848.094456971619
10,55,25,10,3.025,1.21,1.1,1,1189.281083097995,889.0350741286193,889.0350741266182,889.0350741266207,889.035054251979
10,55,30,5,3.025,1.21,1.1,1,1271.4198590806259,927.9109907986597,927.9109907966625,927.9109907966573,927.9109907996585
10,60,5,25,3.025,1.21,1.1,1,824.9386437930211,746.0230483773157,746.023048369967,746.0230483699555,746.0230483819097
10,60,10,20,3.025,1.21,1.1,1,940.0910792922181,800.3650082554295,800.3650082544323,800.3650082544261,800.3649874266143
10,60,15,15,3.025,1.21,1.1,1,1040.6652741096332,847.8770570211831,847.8770570135014,847.8770570134993,847.8770325534949
10,60,20,10,3.025,1.21,1.1,1,1132.686634392815,891.3829791863841,891.3829791908513,891.3829791853819,891.3829791883845
10,60,25,5,3.025,1.21,1.1,1,1218.9594102281508,932.1968119152784,932.1968119072701,932.1968119072692,932.1967905098599
10,65,5,20,3.025,1.21,1.1,1,866.026456054872,794.5105956220287,794.5105956146558,794.5105956146402,794.5105562521288
10,65,10,15,3.025,1.21,1.1,1,976.7322814039582,846.7741881161338,846.7741881151327,846.7741881151285,846.7741881181323
10,65,15,10,3.025,1.21,1.1,1,1075.2416979145753,893.3228151141221,893.3228151064494,893.3228151064445,893.3227922060371
10,65,20,5,3.025,1.21,1.1,1,1166.1792028020927,936.3241544731519,936.3241544653282,936.3241544653264,936.3241544683301
10,70,5,15,3.025,1.21,1.1,1,910.373277790771,844.5233436366449,844.5233436356464,844.5233436444142,844.5233173317786
10,70,10,10,3.025,1.21,1.1,1,1016.7711679480819,894.7725358199709,894.7725358124,894.772535812394,894.7725358153997
10,70,15,5,3.025,1.21,1.1,1,1113.0317512693175,940.2709294704918,940.2709294627876,940.2709294627809,940.2709294657857
10,75,5,10,3.025,1.21,1.1,1,957.0388043602335,895.6213586528045,895.6213586518119,895.621358651753,895.621293834644
10,75,10,5,3.025,1.21,1.1,1,1059.458123677248,944.0096559699072,944.0096559622792,944.0096559622604,944.0096210572901
10,80,5,5,3.025,1.21,1.1,1,1005.3840606550534,947.5056370880878,947.5056370870938,947.505637087009,947.5056370900885
15,5,5,75,3.025,1.21,1.1,1,862.6074229401007,811.0303335707971,813.7543223797367,810.6059607718369,810.6059607889382
15,5,10,70,3.025,1.21,1.1,1,924.0795596178757,821.3556990803997,826.8292311753071,820.5660592564914,820.5660592744183
15,5,15,65,3.025,1.21,1.1,1,984.6717583544532,831.127868888256,839.3711195363334,830.01945930337,830.0194593222535
15,5,20,60,3.025,1.21,1.1,1,1044.5640646955837,840.4542994909599,851.4835237145801,839.064584262915,839.0645842828834
15,5,25,55,3.025,1.21,1.1,1,1103.8881037733968,849.4138941508048,863.2423997244937,847.7736392352834,847.7736392419195
15,5,30,50,3.025,1.21,1.1,1,1162.7429151006909,858.0663007840549,874.705124520256,856.2011677447886,856.2011677514231
15,5,35,45,3.025,1.21,1.1,1,1221.2047948065679,866.457699142819,885.9160926491944,864.3893720154929,864.3893720221271
15,5,40,40,3.025,1.21,1.1,1,1279.333683598232,874.624562071021,896.9103501262814,872.371567394935,872.3715674015679
15,5,45,35,3.025,1.21,1.1,1,1337.1774631351568,882.5961887139769,907.7160396167923,880.1745067837757,880.1745067937748
15,5,50,30,3.025,1.21,1.1,1,1394.7749332911346,890.3964624007888,918.3560957891433,887.8199922843045,887.8199922909383
15,5,55,25,3.025,1.21,1.1,1,1452.157928463409,898.0451019588248,928.8494511592148,895.326021463256,895.3260214699009
15,5,60,20,3.025,1.21,1.1,1,1509.35285525484,905.5585722197592,939.2119128618034,902.7076208562117,902.7076208662012
15,5,65,15,3.025,1.21,1.1,1,1566.3818312990375,912.9507593561052,949.4568125199202,909.9774637409095,909.9774637509673
15,5,70,10,3.025,1.21,1.1,1,1623.2635429947197,920.2334803135396,959.5954961513961,917.1463358355504,917.1463358456541
15,5,75,5,3.025,1.21,1.1,1,1680.0139012420468,927.4168728947342,969.6376990848902,924.2234917110572,924.2234917207137
15,10,5,70,3.025,1.21,1.1,1,822.3016044019535,766.6730522279148,769.1974859761581,765.7803261659583,765.7803261827974
15,10,10,65,3.025,1.21,1.1,1,891.3813767675808,781.4308143152272,786.5348086751454,779.7923489785413,779.7923489958895
15,10,15,60,3.025,1.21,1.1,1,958.1804282811588,794.8215393010458,802.5469566764232,792.5446378192362,792.5446378371631
15,10,20,55,3.025,1.21,1.1,1,1023.2779352011976,807.1837575057555,817.5636097510427,804.3505919765672,804.3505919951295
15,10,25,50,3.025,1.21,1.1,1,1087.057635146593,818.7425205615922,831.8035434683705,815.4181832880713,815.4181833073291
15,10,30,45,3.025,1.21,1.1,1,1149.7876383376708,829.6556076866383,845.4198905119206,825.8929823294479,825.892982336088
15,10,35,40,3.025,1.21,1.1,1,1211.6629406091542,840.0381752158747,858.5242544955213,835.8810814249565,835.8810814315955
15,10,40,35,3.025,1.21,1.1,1,1272.8298975003672,849.9769677611397,871.2005947788243,845.4622937930159,845.4622937996518
15,10,45,30,3.025,1.21,1.1,1,1333.401181936392,859.5390160775419,883.5137143222256,854.6982222478538,854.6982222544855
15,10,50,25,3.025,1.21,1.1,1,1393.4653712964985,868.7772198580501,895.5147013575958,863.6374321422804,863.6374321522687
15,10,55,20,3.025,1.21,1.1,1,1453.0933353804328,877.7340728500916,907.2445562945196,872.318899181151,872.3188991911252
15,10,60,15,3.025,1.21,1.1,1,1512.342632464856,886.4442299940652,918.7366885035754,880.7743828859454,880.7743828959216
15,10,65,10,3.025,1.21,1.1,1,1571.2606183156822,894.9363255046219,930.0186827672911,889.0301058282345,889.0301058380512
15,10,70,5,3.025,1.21,1.1,1,1629.8866970325091,903.2342909599561,941.1135786828252,897.1079698473063,897.107969856874
15,15,5,65,3.025,1.21,1.1,1,784.9390794242545,723.9611312787445,726.3004812300982,722.5325562221533,722.5325562389463
15,15,10,60,3.025,1.21,1.1,1,862.8417405931142,743.8181108596684,748.5838672112795,741.2463922782999,741.2463922955083
15,15,15,55,3.025,1.21,1.1,1,936.341223901763,761.0879180448251,768.3427118959024,757.5603557438991,757.5603557615641
15,15,20,50,3.025,1.21,1.1,1,1006.7969332596622,776.5562687265477,786.3481591186127,772.2075092765766,772.2075092947456
15,15,25,45,3.025,1.21,1.1,1,1075.0136783874418,790.6898327214541,803.0571908043858,785.6222677926629,785.6222678114709
15,15,30,40,3.025,1.21,1.1,1,1141.511449051591,803.7910936162864,818.7654002032097,798.08562734461,798.085627364009
15,15,35,35,3.025,1.21,1.1,1,1206.6473597233837,816.0684563093976,833.6760594493655,809.7908219366186,809.7908219432593
15,15,40,30,3.025,1.21,1.1,1,1270.6780084698526,827.6721513990477,847.9354442056801,820.8769037386239,820.8769037486226
15,15,45,25,3.025,1.21,1.1,1,1333.7943172509918,838.7143246110394,861.652573088069,831.4475077379501,831.4475077479459
15,15,50,20,3.025,1.21,1.1,1,1396.142345684277,849.2810556667206,874.9110022621862,841.582063866446,841.5820638764436
15,15,55,15,3.025,1.21,1.1,1,1457.8363966172217,859.4399368851547,887.7762535175525,851.3428582697607,851.3428582797092
15,15,60,10,3.025,1.21,1.1,1,1518.9676260468718,869.2450591180852,900.3006953535813,860.7796733486852,860.779673358507
15,15,65,5,3.025,1.21,1.1,1,1579.609901221649,878.7404088920327,912.5268648451245,869.9329455817951,869.9329455913704
15,20,5,60,3.025,1.21,1.1,1,751.7895970585826,683.6085411511714,685.7782722902099,681.5423082175455,681.5423082343635
15,20,10,55,3.025,1.21,1.1,1,839.6070781134335,709.1603592036585,713.6206139628481,705.5405836347028,705.5405836518934
15,20,15,50,3.025,1.21,1.1,1,920.0236562850612,730.4135796824685,737.2457708379992,725.5299302937677,725.5299303113557
15,20,20,45,3.025,1.21,1.1,1,995.7453399582669,748.9210048784015,758.1859862032204,742.9669251470991,742.9669251652206
15,20,25,40,3.025,1.21,1.1,1,1068.1897468641573,765.4987309086381,777.244521624503,758.6151625228628,758.6151625414773
15,20,30,35,3.025,1.21,1.1,1,1138.2045575671264,780.6362888480633,794.9020905990639,772.931616980147,772.9316169992742
15,20,35,30,3.025,1.21,1.1,1,1206.3416577380337,794.6533835928587,811.471963227062,786.214088487347,786.2140884973417
15,20,40,25,3.025,1.21,1.1,1,1272.9824572008242,807.77165075902,827.1708790719988,798.668613429715,798.6686134363508
15,20,45,20,3.025,1.21,1.1,1,1338.402502013791,820.1517071757731,842.1556136614242,810.4442253233354,810.4442253299504
15,20,50,15,3.025,1.21,1.1,1,1402.8078059291245,831.9140144343382,856.5435429875216,821.6525038152889,821.652503825242
15,20,55,10,3.025,1.21,1.1,1,1466.3566696672972,843.1514265864168,870.4249957641536,832.379316948782,832.3793169585803
15,20,60,5,3.025,1.21,1.1,1,1529.1734814727695,853.93713769199,883.8710675323343,846.8637251067204,846.8637251096834
15,25,5,55,3.025,1.21,1.1,1,724.674278639233,646.6385107300583,648.6559125211388,643.7840155975342,643.7840156144018
15,25,10,50,3.025,1.21,1.1,1,822.9627372143862,678.1773493954017,682.3666499691255,673.3608894677955,673.3608894850915
15,25,15,45,3.025,1.21,1.1,1,910.0520762249198,703.2591452285682,709.717357813174,696.8918092701307,696.8918092878635
15,25,20,40,3.025,1.21,1.1,1,990.6362722025842,724.5646061572559,733.3627992704259,716.9004388035409,716.9004388216938
15,25,25,35,3.025,1.21,1.1,1,1066.8924823134037,743.3411122671132,754.5349756530087,734.5579398091862,734.5579398278177
15,25,30,30,3.025,1.21,1.1,1,1140.0350518127284,760.2865852452329,773.9215017018404,750.517970741128,750.5179707511201
15,25,35,25,3.025,1.21,1.1,1,1210.8196236404726,775.836651029318,791.9505803404146,765.1875887095301,765.1875887161578
15,25,40,20,3.025,1.21,1.1,1,1279.752142484201,790.283873156686,808.9091680343473,778.8395794769522,778.8395794868956
15,25,45,15,3.025,1.21,1.1,1,1347.1897048409078,803.8353690414335,825.000000018283,791.6666666716678,791.6666666814218
